w2,w1,count_w1_w2,count_w1,count_w2,pmi,sppmi,k11,k12,k21,k22,row1,row2,col1,col2,LLR_Score
nualláin,uí,4,2137,6,4.426992007900028,3.4269920079000276,4,2133,2,66814,2137,66816,6,68947,20.28696679935811
gcreabhar,gleann,4,755,13,4.812553148927461,3.812553148927461,4,751,9,68189,755,68198,13,68940,20.285559113890947
trost,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
himrí,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
muille,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
salaigh,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
héis,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
feorainne,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
gcarraigíní,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
cáirthinn,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
doiríní,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
hamhnais,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
súileach,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
glúinín,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
conrátha,átha,2,437,2,7.301836231780397,6.301836231780397,2,435,0,68516,437,68516,2,68951,20.254098090773486
gé,inis,3,355,9,6.016687986167794,5.016687986167794,3,352,6,68592,355,68598,9,68944,20.243835263763064
mothláin,lios,3,1124,4,5.523861881781225,4.523861881781225,3,1121,1,67828,1124,67829,4,68949,20.24117452181239
cearnaigh,lios,3,1124,4,5.523861881781225,4.523861881781225,3,1121,1,67828,1124,67829,4,68949,20.24117452181239
chathaoir,buaile,2,170,3,8.078972264422136,7.078972264422136,2,168,1,68782,170,68783,3,68950,20.230886037243938
líre,droichead,2,444,2,7.278909834930889,6.278909834930889,2,442,0,68509,444,68509,2,68951,20.190387874033778
órga,droichead,2,444,2,7.278909834930889,6.278909834930889,2,442,0,68509,444,68509,2,68951,20.190387874033778
dóinne,droichead,2,444,2,7.278909834930889,6.278909834930889,2,442,0,68509,444,68509,2,68951,20.190387874033778
victoria,droichead,2,444,2,7.278909834930889,6.278909834930889,2,442,0,68509,444,68509,2,68951,20.190387874033778
chearbhalláin,droichead,2,444,2,7.278909834930889,6.278909834930889,2,442,0,68509,444,68509,2,68951,20.190387874033778
carraige,foraois,2,4,112,8.265970779223391,7.265970779223391,2,2,110,68839,4,68949,112,68841,20.187805948499992
uachtarach,ghráinseach,8,72,948,3.014657450940423,2.014657450940423,8,64,940,67941,72,68881,948,68005,20.18215242757987
loch,cruach,3,59,48,6.190682651919153,5.190682651919153,3,56,45,68849,59,68894,48,68905,20.16607360194623
ghreanacháin,gob,2,173,3,8.053734972923113,7.053734972923113,2,171,1,68779,173,68780,3,68950,20.160589415900567
dhumha,gob,2,173,3,8.053734972923113,7.053734972923113,2,171,1,68779,173,68780,3,68950,20.160589415900567
hinse,baile,20,8348,57,1.53514889684378,0.5351488968437801,20,8328,37,60568,8348,60605,57,68896,20.158443253237706
glas,tard,4,29,314,4.920723957261796,3.920723957261796,4,25,310,68614,29,68924,314,68639,20.141580047325
nodhráin,teach,2,174,3,8.04541970471111,7.04541970471111,2,172,1,68778,174,68779,3,68950,20.13742976406608
gharrán,teach,2,174,3,8.04541970471111,7.04541970471111,2,172,1,68778,174,68779,3,68950,20.13742976406608
ois,mullach,3,258,12,6.062098445857741,5.062098445857741,3,255,9,68686,258,68695,12,68941,20.134868309905272
chrochaire,mullach,3,258,12,6.062098445857741,5.062098445857741,3,255,9,68686,258,68695,12,68941,20.134868309905272
chonrach,droim,3,1146,4,5.495896873245246,4.495896873245246,3,1143,1,67806,1146,67807,4,68949,20.125366135246974
mucú,droim,3,1146,4,5.495896873245246,4.495896873245246,3,1143,1,67806,1146,67807,4,68949,20.125366135246974
guaise,droim,3,1146,4,5.495896873245246,4.495896873245246,3,1143,1,67806,1146,67807,4,68949,20.125366135246974
bhriste,feadán,2,38,10,8.503470092950048,7.503470092950048,2,36,8,68907,38,68915,10,68943,20.12178694096196
mine,maol,2,38,10,8.503470092950048,7.503470092950048,2,36,8,68907,38,68915,10,68943,20.12178694096196
thuatach,ceathrú,2,452,2,7.253146738865807,6.253146738865807,2,450,0,68501,452,68501,2,68951,20.118797476756185
traighle,ceathrú,2,452,2,7.253146738865807,6.253146738865807,2,450,0,68501,452,68501,2,68951,20.118797476756185
bhluach,ceathrú,2,452,2,7.253146738865807,6.253146738865807,2,450,0,68501,452,68501,2,68951,20.118797476756185
bhleitheach,ceathrú,2,452,2,7.253146738865807,6.253146738865807,2,450,0,68501,452,68501,2,68951,20.118797476756185
mbogach,ceathrú,2,452,2,7.253146738865807,6.253146738865807,2,450,0,68501,452,68501,2,68951,20.118797476756185
bheithí,ceathrú,2,452,2,7.253146738865807,6.253146738865807,2,450,0,68501,452,68501,2,68951,20.118797476756185
cluana,domhnach,3,82,35,6.171453180439101,5.171453180439101,3,79,32,68839,82,68871,35,68918,20.115550752403134
fhéich,nead,2,13,29,8.514904988012331,7.514904988012331,2,11,27,68913,13,68940,29,68924,20.082914800062188
dearg,chrois,3,32,91,6.150493561803455,5.150493561803455,3,29,88,68833,32,68921,91,68862,20.043622606526874
gcearc,caorán,2,18,21,8.511083277059923,7.511083277059923,2,16,19,68916,18,68935,21,68932,20.034267025575335
bhréanainn,cé,2,58,7,8.40798978409582,7.40798978409582,2,56,5,68890,58,68895,7,68946,20.02501476016392
darach,aillín,2,5,87,8.308454110544904,7.308454110544904,2,3,85,68863,5,68948,87,68866,20.02464912544041
eidhinn,caol,2,32,12,8.488363200559839,7.488363200559839,2,30,10,68911,32,68921,12,68941,20.024644021583743
leaca,bun,3,291,11,6.01398124045657,5.01398124045657,3,288,8,68654,291,68662,11,68942,20.01406418373764
machaire,leitir,2,117,4,8.20296098169759,7.20296098169759,2,115,2,68834,117,68836,4,68949,20.011851964443043
beannaid,mín,2,180,3,7.996510104230164,6.996510104230164,2,178,1,68772,180,68773,3,68950,20.001225931110337
ghiúis,mín,2,180,3,7.996510104230164,6.996510104230164,2,178,1,68772,180,68773,3,68950,20.001225931110337
dúnáin,lochán,2,70,6,8.359080183614873,7.359080183614873,2,68,4,68879,70,68883,6,68947,19.99810133750239
giobach,lochán,2,70,6,8.359080183614873,7.359080183614873,2,68,4,68879,70,68883,6,68947,19.99810133750239
chill,sliabh,6,309,104,3.686385455956684,2.686385455956684,6,303,98,68546,309,68644,104,68849,19.996117017628904
ceann,dumha,3,33,89,6.1381606516773,5.1381606516773,3,30,86,68834,33,68920,89,68864,19.986330399181234
earcáin,uí,5,2137,11,3.874450984871249,2.874450984871249,5,2132,6,66810,2137,66816,11,68942,19.970300279051727
oileáin,thír,2,7,59,8.383327729861549,7.3833277298615485,2,5,57,68889,7,68946,59,68894,19.955585928191752
phúcaigh,ráth,4,1086,10,4.66658921858927,3.6665892185892703,4,1082,6,67861,1086,67867,10,68943,19.9514914766263
bhuí,bailte,3,14,224,6.043578357886942,5.043578357886942,3,11,221,68718,14,68939,224,68729,19.93983293021528
liag,drom,5,342,56,4.1700463592248544,3.1700463592248544,5,337,51,68560,342,68611,56,68897,19.93795394268721
dhúnáin,carraig,3,819,5,5.65864046547378,4.65864046547378,3,816,2,68132,819,68134,5,68948,19.926954801163717
charraigh,sheáin,2,36,11,8.443969081201386,7.443969081201386,2,34,9,68908,36,68917,11,68942,19.921629412003583
bán,tard,4,29,323,4.879954351459498,3.8799543514594976,4,25,319,68605,29,68924,323,68630,19.920631199300928
diarmada,clann,2,15,26,8.465995387531384,7.465995387531384,2,13,24,68914,15,68938,26,68927,19.919045753851
niníon,tobar,3,514,7,5.845308730750669,4.845308730750669,3,511,4,68435,514,68439,7,68946,19.909954527229242
choimín,loch,6,1826,20,3.5018890571305668,2.5018890571305668,6,1820,14,67113,1826,67127,20,68933,19.90933660545864
roighneach,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
camán,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
carnánach,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
bhrúim,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
lurchair,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
sheanlis,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
riabhail,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
gá,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
pheatan,achadh,2,477,2,7.175480245275483,6.175480245275483,2,475,0,68476,477,68476,2,68951,19.90299508259618
mochióg,chill,2,185,3,7.956981740043527,6.956981740043527,2,183,1,68767,185,68768,3,68950,19.89117042084994
choradáin,chill,2,185,3,7.956981740043527,6.956981740043527,2,183,1,68767,185,68768,3,68950,19.89117042084994
chnapaigh,inse,2,185,3,7.956981740043527,6.956981740043527,2,183,1,68767,185,68768,3,68950,19.89117042084994
ghoile,béal,2,479,2,7.169443855544816,6.169443855544816,2,477,0,68474,479,68474,2,68951,19.886223544985235
reithín,béal,2,479,2,7.169443855544816,6.169443855544816,2,477,0,68474,479,68474,2,68951,19.886223544985235
haibhil,béal,2,479,2,7.169443855544816,6.169443855544816,2,477,0,68474,479,68474,2,68951,19.886223544985235
mbuillí,béal,2,479,2,7.169443855544816,6.169443855544816,2,477,0,68474,479,68474,2,68951,19.886223544985235
tairbirt,béal,2,479,2,7.169443855544816,6.169443855544816,2,477,0,68474,479,68474,2,68951,19.886223544985235
mór,teanach,10,48,2525,2.508223622920682,1.5082236229206818,10,38,2515,66390,48,68905,2525,66428,19.879901316527935
réabáin,caisleán,2,480,2,7.166435105672477,6.166435105672477,2,478,0,68473,480,68473,2,68951,19.877864073137328
wray,caisleán,2,480,2,7.166435105672477,6.166435105672477,2,478,0,68473,480,68473,2,68951,19.877864073137328
samsún,caisleán,2,480,2,7.166435105672477,6.166435105672477,2,478,0,68473,480,68473,2,68951,19.877864073137328
fhraing,caisleán,2,480,2,7.166435105672477,6.166435105672477,2,478,0,68473,480,68473,2,68951,19.877864073137328
smartaigh,caisleán,2,480,2,7.166435105672477,6.166435105672477,2,478,0,68473,480,68473,2,68951,19.877864073137328
shandarsan,caisleán,2,480,2,7.166435105672477,6.166435105672477,2,478,0,68473,480,68473,2,68951,19.877864073137328
solais,átha,3,437,8,5.886798732501553,4.886798732501553,3,434,5,68511,437,68516,8,68945,19.866128494728777
choilín,baile,6,8348,7,2.8237183947847115,1.8237183947847115,6,8342,1,60604,8348,60605,7,68946,19.856923751746642
chondúnaigh,baile,6,8348,7,2.8237183947847115,1.8237183947847115,6,8342,1,60604,8348,60605,7,68946,19.856923751746642
eas,abhainn,3,519,7,5.8313425515866655,4.8313425515866655,3,516,4,68430,519,68434,7,68946,19.852285978247004
garbh,gleann,9,755,120,2.7760272729023474,1.7760272729023474,9,746,111,68087,755,68198,120,68833,19.851766140055517
mór,mhéalach,3,3,2525,4.771258028754476,3.7712580287544757,3,0,2522,66428,3,68950,2525,66428,19.84653954544911
mór,timleach,3,3,2525,4.771258028754476,3.7712580287544757,3,0,2522,66428,3,68950,2525,66428,19.84653954544911
fhuaráin,cnoc,7,2293,24,3.132697483036649,2.132697483036649,7,2286,17,66643,2293,66660,24,68929,19.84256330400978
airgead,abhainn,5,519,38,4.1277355543668905,3.1277355543668905,5,514,33,68401,519,68434,38,68915,19.842042347867427
mhuircheartaigh,mac,4,980,11,4.677256143641127,3.6772561436411273,4,976,7,67966,980,67973,11,68942,19.824141951881124
sheoinín,mac,4,980,11,4.677256143641127,3.6772561436411273,4,976,7,67966,980,67973,11,68942,19.824141951881124
cionaoith,mac,4,980,11,4.677256143641127,3.6772561436411273,4,976,7,67966,980,67973,11,68942,19.824141951881124
conaill,mac,4,980,11,4.677256143641127,3.6772561436411273,4,976,7,67966,980,67973,11,68942,19.824141951881124
mbairneach,aill,2,46,9,8.37983874378167,7.37983874378167,2,44,7,68900,46,68907,9,68944,19.812568468039295
roide,tom,2,46,9,8.37983874378167,7.37983874378167,2,44,7,68900,46,68907,9,68944,19.812568468039295
deargáin,daingean,2,37,11,8.404440717014747,7.404440717014747,2,35,9,68907,37,68916,11,68942,19.80917727822183
páirc,lóiste,2,25,16,8.42946951150627,7.429469511506269,2,23,14,68914,25,68928,16,68937,19.806303559106365
chairrín,port,2,189,3,7.926120776338766,6.926120776338766,2,187,1,68763,189,68764,3,68950,19.805261108352695
mónóg,port,2,189,3,7.926120776338766,6.926120776338766,2,187,1,68763,189,68764,3,68950,19.805261108352695
chlóidh,port,2,189,3,7.926120776338766,6.926120776338766,2,187,1,68763,189,68764,3,68950,19.805261108352695
lách,port,2,189,3,7.926120776338766,6.926120776338766,2,187,1,68763,189,68764,3,68950,19.805261108352695
lasra,ghleann,2,92,5,8.227835650336619,7.227835650336619,2,90,3,68858,92,68861,5,68948,19.79902630432771
íochtair,néan,2,6,74,8.27890983493089,7.278909834930889,2,4,72,68875,6,68947,74,68879,19.773139247379937
riabhach,táite,4,31,307,4.857034545523939,3.8570345455239394,4,27,303,68619,31,68922,307,68646,19.762988660100316
easpaig,ráth,9,1086,85,2.749051378781244,1.7490513787812438,9,1077,76,67791,1086,67867,85,68868,19.7555651504981
driú,muileann,2,93,5,8.2122387952856,7.2122387952856,2,91,3,68857,93,68860,5,68948,19.755395416046404
ailbhe,scoilt,2,62,7,8.311774468836516,7.311774468836516,2,60,5,68886,62,68891,7,68946,19.754278973854596
phádraig,turas,2,4,125,8.107541416618908,7.107541416618908,2,2,123,68826,4,68949,125,68828,19.74554518642831
theas,rua,8,79,888,2.975129086753786,1.9751290867537858,8,71,880,67994,79,68874,888,68065,19.730617657862908
bharúin,cúirt,2,47,9,8.348811848161045,7.348811848161045,2,45,7,68899,47,68906,9,68944,19.72484186300459
abhann,srón,2,17,24,8.4009003593095,7.4009003593094995,2,15,22,68914,17,68936,24,68929,19.718363289574768
dúinín,drom,3,342,10,5.918507592228891,4.918507592228891,3,339,7,68604,342,68611,10,68943,19.716200205462954
dhúrois,pointe,2,126,4,8.096045777781079,7.096045777781079,2,124,2,68825,126,68827,4,68949,19.71347392580162
choinigéir,pointe,2,126,4,8.096045777781079,7.096045777781079,2,124,2,68825,126,68827,4,68949,19.71347392580162
artáin,tulach,2,94,5,8.196808754715995,7.196808754715995,2,92,3,68856,94,68859,5,68948,19.712237202588092
bháin,ghearráin,2,11,38,8.365966569200113,7.365966569200113,2,9,36,68906,11,68942,38,68915,19.699815145773147
gcarn,coill,4,896,12,4.681008278502234,3.681008278502234,4,892,8,68049,896,68057,12,68941,19.695587873706977
thua,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
dairín,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
chuileanntraí,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
bhachaill,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
greise,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
mhailín,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
fhleá,corr,2,503,2,7.098911111475468,6.098911111475468,2,501,0,68450,503,68450,2,68951,19.690265723861643
bhré,coimín,2,127,4,8.08464101450883,7.084641014508829,2,125,2,68824,127,68826,4,68949,19.681658690606266
thíre,uachtar,2,32,13,8.372885983139904,7.372885983139904,2,30,11,68910,32,68921,13,68940,19.676584969317517
ngaibhne,ceathrú,3,452,8,5.838109239586963,4.838109239586963,3,449,5,68496,452,68501,8,68945,19.665137622561417
shliabh,loch,4,1826,7,4.431499729239169,3.431499729239169,4,1822,3,67124,1826,67127,7,68946,19.65888992511557
cairn,sliabh,3,309,11,5.927393555460479,4.927393555460479,3,306,8,68636,309,68644,11,68942,19.656337645448207
leice,béal,6,479,70,3.6251233393210045,2.6251233393210045,6,473,64,68410,479,68474,70,68883,19.63908256994938
coill,lisín,3,72,43,6.062098445857741,5.062098445857741,3,69,40,68841,72,68881,43,68910,19.632669786546447
crua,srath,2,129,4,8.06209844585774,7.062098445857741,2,127,2,68822,129,68824,4,68949,19.618780199217372
ghoirt,gleann,4,755,14,4.70563794501095,3.70563794501095,4,751,10,68188,755,68198,14,68939,19.604203405373543
thaoine,tobar,2,514,2,7.067701152087117,6.067701152087117,2,512,0,68439,514,68439,2,68951,19.603562709711063
séamais,tobar,2,514,2,7.067701152087117,6.067701152087117,2,512,0,68439,514,68439,2,68951,19.603562709711063
moluga,tobar,2,514,2,7.067701152087117,6.067701152087117,2,512,0,68439,514,68439,2,68951,19.603562709711063
grian,tuairín,3,61,51,6.055125522467769,5.055125522467769,3,58,48,68844,61,68892,51,68902,19.593302161365145
mánais,dún,3,667,6,5.69178275009641,4.69178275009641,3,664,3,68283,667,68286,6,68947,19.58402120288101
teampaill,páirc,9,599,153,2.7594506672418695,1.7594506672418695,9,590,144,68210,599,68354,153,68800,19.581354889420957
locha,corr,10,503,229,2.5816354182658863,1.5816354182658863,10,493,219,68231,503,68450,229,68724,19.57927268410666
coill,garrán,4,223,43,4.846161046658592,3.846161046658592,4,219,39,68691,223,68730,43,68910,19.577184960702375
fhionnaithe,abhainn,2,519,2,7.053734972923113,6.053734972923113,2,517,0,68434,519,68434,2,68951,19.564765072688196
heoghancha,abhainn,2,519,2,7.053734972923113,6.053734972923113,2,517,0,68434,519,68434,2,68951,19.564765072688196
mharascalaigh,baile,8,8348,12,2.4611483154000036,1.4611483154000036,8,8340,4,60601,8348,60605,12,68941,19.54433613139866
óraigh,baile,8,8348,12,2.4611483154000036,1.4611483154000036,8,8340,4,60601,8348,60605,12,68941,19.54433613139866
chalbhaigh,baile,8,8348,12,2.4611483154000036,1.4611483154000036,8,8340,4,60601,8348,60605,12,68941,19.54433613139866
heasca,tigh,3,285,12,5.918507592228891,4.918507592228891,3,282,9,68659,285,68668,12,68941,19.541437959725425
léith,mhuine,2,12,36,8.318438199117526,7.3184381991175265,2,10,34,68907,12,68941,36,68917,19.54021187329559
chú,droim,4,1146,10,4.589006277636728,3.589006277636728,4,1142,6,67801,1146,67807,10,68943,19.531121240475294
olc,doire,3,876,5,5.561573047513615,4.561573047513615,3,873,2,68075,876,68077,5,68948,19.525893823066973
aidhin,ard,2,527,2,7.031666549643781,6.031666549643781,2,525,0,68426,527,68426,2,68951,19.503461115774012
fhéaraigh,ard,2,527,2,7.031666549643781,6.031666549643781,2,525,0,68426,527,68426,2,68951,19.503461115774012
dtuamann,ard,2,527,2,7.031666549643781,6.031666549643781,2,525,0,68426,527,68426,2,68951,19.503461115774012
rathain,ard,2,527,2,7.031666549643781,6.031666549643781,2,525,0,68426,527,68426,2,68951,19.503461115774012
scol,ard,2,527,2,7.031666549643781,6.031666549643781,2,525,0,68426,527,68426,2,68951,19.503461115774012
breistin,ard,2,527,2,7.031666549643781,6.031666549643781,2,525,0,68426,527,68426,2,68951,19.503461115774012
