w2,w1,count_w1_w2,count_w1,count_w2,pmi,sppmi,k11,k12,k21,k22,row1,row2,col1,col2,LLR_Score
fínic,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
phéac,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
mionáin,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
leathmhaol,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
laga,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
langaigh,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
fialáin,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
dháibhín,cathair,2,341,2,7.6596977722568225,6.6596977722568225,2,339,0,68612,341,68612,2,68951,21.248886853749664
uachtarach,nua,10,112,948,2.699155625212494,1.699155625212494,10,102,938,67903,112,68841,948,68005,21.239981966027685
muáin,díseart,2,37,8,8.863872335652045,7.8638723356520455,2,35,6,68910,37,68916,8,68945,21.239833105747458
carthainn,drom,2,342,2,7.655473186395096,6.655473186395096,2,340,0,68611,342,68611,2,68951,21.23713938128178
clúmhach,drom,2,342,2,7.655473186395096,6.655473186395096,2,340,0,68611,342,68611,2,68951,21.23713938128178
inide,drom,2,342,2,7.655473186395096,6.655473186395096,2,340,0,68611,342,68611,2,68951,21.23713938128178
dúdhoire,drom,2,342,2,7.655473186395096,6.655473186395096,2,340,0,68611,342,68611,2,68951,21.23713938128178
buachalla,drom,2,342,2,7.655473186395096,6.655473186395096,2,340,0,68611,342,68611,2,68951,21.23713938128178
duthaigh,drom,2,342,2,7.655473186395096,6.655473186395096,2,340,0,68611,342,68611,2,68951,21.23713938128178
sáile,gaoth,2,19,15,8.918507592228892,7.918507592228892,2,17,13,68921,19,68934,15,68938,21.23141377419842
rodáin,roinn,2,19,15,8.918507592228892,7.918507592228892,2,17,13,68921,19,68934,15,68938,21.23141377419842
bhán,bhinn,5,66,253,4.367866102115594,3.3678661021155936,5,61,248,68639,66,68887,253,68700,21.20339225248039
bhogáin,uí,5,2137,10,4.011954508621184,3.0119545086211836,5,2132,5,66811,2137,66816,10,68943,21.2027347742685
bhricín,uí,5,2137,10,4.011954508621184,3.0119545086211836,5,2132,5,66811,2137,66816,10,68943,21.2027347742685
murchú,tí,2,134,3,8.422274010102067,7.4222740101020666,2,132,1,68818,134,68819,3,68950,21.188052226759115
beag,toileán,18,220,1558,1.8564114711369781,0.8564114711369781,18,202,1540,67193,220,68733,1558,67395,21.18348113187172
liath,cheapach,5,57,295,4.357792637754412,3.357792637754412,5,52,290,68606,57,68896,295,68658,21.181317119382346
rua,goirtín,9,120,694,2.8975682545365276,1.8975682545365276,9,111,685,68148,120,68833,694,68259,21.1790574897446
bhán,ráth,16,1086,253,2.005523738782323,1.005523738782323,16,1070,237,67630,1086,67867,253,68700,21.17873245740579
eamhna,dún,3,667,5,5.954817155930203,4.954817155930203,3,664,2,68284,667,68286,5,68948,21.152316320948
lóich,dún,3,667,5,5.954817155930203,4.954817155930203,3,664,2,68284,667,68286,5,68948,21.152316320948
carna,teampall,3,305,9,6.235697768109589,5.235697768109589,3,302,6,68642,305,68648,9,68944,21.150109127279215
darach,gréach,3,28,87,6.407989784095819,5.407989784095819,3,25,84,68841,28,68925,87,68866,21.149135691980284
mhaoláin,uí,8,2137,32,3.0119545086211836,2.0119545086211836,8,2129,24,66792,2137,66816,32,68921,21.129821561177437
dóite,choill,4,258,31,5.107902135470866,4.107902135470866,4,254,27,68668,258,68695,31,68922,21.12554795767499
lamaigh,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
dháithín,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
shimicín,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
shacsa,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
tallúnaigh,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
hiobaird,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
londraigh,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
ghilibeart,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
chúisín,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
róba,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
phrútaigh,baile,5,8348,5,3.046110816121159,2.046110816121159,5,8343,0,60605,8348,60605,5,68948,21.116663991454335
nuan,thulaigh,2,11,27,8.85900658048023,7.85900658048023,2,9,25,68917,11,68942,27,68926,21.10872713242565
bhiolair,easca,2,21,14,8.87365335644463,7.873653356444629,2,19,12,68920,21,68932,14,68939,21.106760348194314
caoil,inis,3,355,8,6.186612987610107,5.186612987610107,3,352,5,68593,355,68598,8,68945,21.105841214919412
oirthir,inis,3,355,8,6.186612987610107,5.186612987610107,3,352,5,68593,355,68598,8,68945,21.105841214919412
lainne,machaire,2,137,3,8.390331117599311,7.390331117599311,2,135,1,68815,137,68816,3,68950,21.098914740012923
dhúgáin,cathair,4,341,24,5.074735271535666,4.074735271535666,4,337,20,68592,341,68612,24,68929,21.09033328746194
samhaoir,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
srathair,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
potaire,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
tuaisceart,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
píc,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
céime,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
múscraí,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
bigil,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
oírr,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
téigil,inis,2,355,2,7.601650486888951,6.601650486888951,2,353,0,68598,355,68598,2,68951,21.0874812245254
mhaol,chloch,3,95,26,6.387992875530111,5.387992875530111,3,92,23,68835,95,68858,26,68927,21.08425733504392
ardach,sliabh,3,309,9,6.216900172655465,5.216900172655465,3,306,6,68638,309,68644,9,68944,21.07224690556086
thomáisín,mac,3,980,4,5.721650262999581,4.721650262999581,3,977,1,67972,980,67973,4,68949,21.06069058073531
ádhaimh,mac,3,980,4,5.721650262999581,4.721650262999581,3,977,1,67972,980,67973,4,68949,21.06069058073531
oireachtaigh,mac,3,980,4,5.721650262999581,4.721650262999581,3,977,1,67972,980,67973,4,68949,21.06069058073531
chócaigh,baile,9,8348,14,2.408680895505868,1.408680895505868,9,8339,5,60600,8348,60605,14,68939,21.053825890279555
reanna,pointe,3,126,20,6.359080183614872,5.359080183614872,3,123,17,68810,126,68827,20,68933,21.053613486559694
dtuath,chora,2,54,6,8.73347569839637,7.73347569839637,2,52,4,68895,54,68899,6,68947,21.051598962440487
inse,loch,8,1826,37,3.0294012856678227,2.0294012856678227,8,1818,29,67098,1826,67127,37,68916,21.051476191901557
roda,easa,2,25,12,8.844507010785115,7.844507010785115,2,23,10,68918,25,68928,12,68941,21.046810234936032
thuaidh,bhán,5,21,876,4.228149313788423,3.228149313788423,5,16,871,68061,21,68932,876,68077,21.040518819930035
bodhar,gleann,4,755,12,4.9280303663473966,3.9280303663473966,4,751,8,68190,755,68198,12,68941,21.035598648391083
haille,loch,7,1826,27,3.2913220711909084,2.2913220711909084,7,1819,20,67107,1826,67127,27,68926,21.030810133237175
tura,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
easra,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
dhéagláin,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
ríonaí,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
tsinill,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
bharráin,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
scolaí,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
mológ,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
mheasáin,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
uird,cill,4,2693,5,4.35639909189196,3.3563990918919604,4,2689,1,66259,2693,66260,5,68948,21.023404381800983
scoir,gráig,2,68,5,8.663934765143292,7.663934765143292,2,66,3,68882,68,68885,5,68948,21.0216710150624
bhearna,dúin,2,20,15,8.844507010785115,7.844507010785115,2,18,13,68920,20,68933,15,68938,21.015310837383463
eilís,baile,10,8348,17,2.2805760697581823,1.2805760697581823,10,8338,7,60598,8348,60605,17,68936,21.00852138153767
fraoigh,oileán,6,786,39,3.754500480881296,2.754500480881296,6,780,33,68134,786,68167,39,68914,20.99998078499951
ghamhnach,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
méid,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
sheasta,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
lón,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
gcabraí,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
drithne,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
mhaon,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
niadh,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
gcláir,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
dearmhaí,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
fionnráithe,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
teichigh,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
mhide,maigh,2,363,2,7.569499963285244,6.569499963285244,2,361,0,68590,363,68590,2,68951,20.99809179722156
bhuí,sheáin,4,36,224,5.096045777781078,4.096045777781078,4,32,220,68697,36,68917,224,68729,20.99657230139001
buí,caoille,2,2,364,7.565531061082299,6.565531061082299,2,0,362,68589,2,68951,364,68589,20.98705727947427
deamhain,faill,2,92,4,8.549763745223983,7.5497637452239825,2,90,2,68859,92,68861,4,68949,20.98135318042226
mhairnéalaigh,faill,2,92,4,8.549763745223983,7.5497637452239825,2,90,2,68859,92,68861,4,68949,20.98135318042226
coilleadh,barr,4,246,33,5.0864170765833014,4.0864170765833014,4,242,29,68678,246,68707,33,68920,20.979940660059984
leasáin,halla,2,69,5,8.642873149615463,7.642873149615463,2,67,3,68881,69,68884,5,68948,20.962493439707416
baile,caisleán,14,480,445,2.17612850187632,1.17612850187632,14,466,431,68042,480,68473,445,68508,20.954199452386376
leathair,clais,2,93,4,8.534166890172964,7.534166890172964,2,91,2,68858,93,68860,4,68949,20.937693246841707
ghairbh,oileáin,2,35,9,8.774117682893717,7.774117682893717,2,33,7,68911,35,68918,9,68944,20.93178908132015
bháin,bhinn,3,66,38,6.365966569200112,5.365966569200112,3,63,35,68852,66,68887,38,68915,20.920996184103473
dhún,cuan,4,123,65,5.1084433829133005,4.1084433829133005,4,119,61,68769,123,68830,65,68888,20.920708963963442
mhulláin,glaise,2,40,8,8.751397606393631,7.751397606393631,2,38,6,68907,40,68913,8,68945,20.920108556424513
gibilín,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
neamhlach,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
mada,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
conais,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
riobaill,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
breannaigh,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
néanna,ros,2,371,2,7.538050324660192,6.538050324660192,2,369,0,68582,371,68582,2,68951,20.9106564043555
theas,bhán,5,21,888,4.20852050703949,3.2085205070394904,5,16,883,68049,21,68932,888,68065,20.909717007799124
aird,uachtar,3,32,79,6.354507453825049,5.354507453825049,3,29,76,68845,32,68921,79,68874,20.897372059388598
phort,cuan,3,123,21,6.32345627388415,5.32345627388415,3,120,18,68812,123,68830,21,68932,20.885450180507334
dhaimh,muine,2,145,3,8.308454110544904,7.308454110544904,2,143,1,68807,145,68808,3,68950,20.87050971020729
leathan,currach,6,298,100,3.795263491765265,2.795263491765265,6,292,94,68561,298,68655,100,68853,20.855082804719125
chairín,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
fhionnagáin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
mhuirithe,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
ghamhnáin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
ríordáin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
mhaolmhuaidh,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
bheannacháin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
shúilleabháin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
threasaigh,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
bhróithe,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
mheára,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
dhoinnléibhe,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
chuirrín,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
ghamhdáin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
chonairí,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
dhonnasa,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
mhearáin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
fhuaruisce,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
dhorchaí,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
réigín,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
mhaolacháin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
choigligh,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
mhacasa,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
ghréacháin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
cheithearnaigh,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
fhiannachta,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
dhúthaigh,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
annaidh,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
áilíonáin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
raithile,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
áráin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
choinéil,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
fheacháin,uí,3,2137,3,5.011954508621184,4.011954508621184,3,2134,0,66816,2137,66816,3,68950,20.84821577849766
capaill,locha,2,57,6,8.655473186395097,7.655473186395097,2,55,4,68892,57,68896,6,68947,20.831683455029573
hinse,slaba,2,6,57,8.655473186395097,7.655473186395097,2,4,55,68892,6,68947,57,68896,20.831683455029573
óir,cloich,2,10,32,8.751397606393631,7.751397606393631,2,8,30,68913,10,68943,32,68921,20.828323591255923
fhád,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
géibhe,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
phortáin,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
ndéise,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
broiscí,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
muilte,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
stúin,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
scortha,áth,2,381,2,7.499678513787673,6.499678513787673,2,379,0,68572,381,68572,2,68951,20.80398316309654
baoithín,tigh,3,285,10,6.181541998062684,5.181541998062684,3,282,7,68661,285,68668,10,68943,20.80380025597828
cill,aird,2,48,7,8.681008278502235,7.681008278502235,2,46,5,68900,48,68905,7,68946,20.795274619559795
cárthaigh,mac,4,980,10,4.814759667391062,3.814759667391062,4,976,6,67967,980,67973,10,68943,20.755991863298316
muilinn,lios,4,1124,9,4.768974379617756,3.768974379617756,4,1120,5,67824,1124,67829,9,68944,20.744740934032755
chon,cathair,4,341,25,5.015841582482097,4.015841582482097,4,337,21,68591,341,68612,25,68928,20.7435795731865
dathadóra,fearann,2,388,2,7.473412859093867,6.473412859093867,2,386,0,68565,388,68565,2,68951,20.730969236352774
stíbhin,fearann,2,388,2,7.473412859093867,6.473412859093867,2,386,0,68565,388,68565,2,68951,20.730969236352774
mhainéir,fearann,2,388,2,7.473412859093867,6.473412859093867,2,386,0,68565,388,68565,2,68951,20.730969236352774
aoil,lag,2,23,14,8.742408823166379,7.742408823166379,2,21,12,68918,23,68930,14,68939,20.72592638504902
buaile,cúirt,3,47,55,6.322339636799855,5.322339636799855,3,44,52,68854,47,68906,55,68898,20.722548311707957
roibín,baile,16,8348,39,1.7607085972589112,0.7607085972589112,16,8332,23,60582,8348,60605,39,68914,20.716212239355833
íochtarach,glas,7,51,931,3.3456179238083092,2.3456179238083092,7,44,924,67978,51,68902,931,68022,20.713877707623656
móire,aird,3,48,54,6.318438199117526,5.318438199117526,3,45,51,68854,48,68905,54,68899,20.70550645897995
gcat,carraig,5,819,23,4.193972198470336,3.1939721984703358,5,814,18,68116,819,68134,23,68930,20.703817220001245
éignigh,díseart,2,37,9,8.693947334209733,7.693947334209733,2,35,7,68909,37,68916,9,68944,20.703499403829817
thoir,bhuí,6,29,1115,3.6774792120669115,2.6774792120669115,6,23,1109,67815,29,68924,1115,67838,20.703403180462335
mór,seanbhaile,10,46,2525,2.569624167584825,1.5696241675848248,10,36,2515,66392,46,68907,2525,66428,20.68827830899761
eille,leac,2,99,4,8.443969081201386,7.443969081201386,2,97,2,68852,99,68854,4,68949,20.685316843815425
sráid,áth,3,381,8,6.084641014508829,5.084641014508829,3,378,5,68567,381,68572,8,68945,20.683803217885355
corróige,cuas,2,152,3,8.240435687116253,7.240435687116253,2,150,1,68800,152,68801,3,68950,20.680844125976282
mballán,tor,2,74,5,8.541944240764682,7.541944240764682,2,72,3,68876,74,68879,5,68948,20.67910295991628
ceann,cathair,6,341,89,3.768926842011581,2.768926842011581,6,335,83,68529,341,68612,89,68864,20.677645759526605
ruama,poll,2,394,2,7.451273881824619,6.451273881824619,2,392,0,68559,394,68559,2,68951,20.66942942611439
ruanacháin,poll,2,394,2,7.451273881824619,6.451273881824619,2,392,0,68559,394,68559,2,68951,20.66942942611439
tsrutháin,bun,5,291,61,4.279641115697187,3.2796411156971867,5,286,56,68606,291,68662,61,68892,20.63751048795009
loinge,cnoc,8,2293,31,2.956108751313326,1.9561087513133262,8,2285,23,66637,2293,66660,31,68922,20.631280655707485
charraig,bá,3,80,33,6.291965987756336,5.291965987756336,3,77,30,68843,80,68873,33,68920,20.629799934842598
leic,mhín,2,50,7,8.622114589448666,7.622114589448666,2,48,5,68898,50,68903,7,68946,20.62884996351573
snáthaide,mhín,2,50,7,8.622114589448666,7.622114589448666,2,48,5,68898,50,68903,7,68946,20.62884996351573
ghuí,bóthar,2,155,3,8.2122387952856,7.2122387952856,2,153,1,68797,155,68798,3,68950,20.60223914607142
coille,páirc,11,599,223,2.5054452272092016,1.5054452272092016,11,588,212,68142,599,68354,223,68730,20.596762532852612
cholm,gleann,5,755,25,4.191064772181191,3.191064772181191,5,750,20,68178,755,68198,25,68928,20.59488674757187
ráithín,crosaire,2,12,28,8.681008278502235,7.681008278502235,2,10,26,68915,12,68941,28,68925,20.576305508574947
bharúin,baile,7,8348,9,2.683540736736451,1.6835407367364512,7,8341,2,60603,8348,60605,9,68944,20.545885559989337
críon,currach,3,298,10,6.117191586652627,5.117191586652627,3,295,7,68648,298,68655,10,68943,20.53743810331379
chnoic,tóin,5,148,120,4.2789098349308885,3.2789098349308885,5,143,115,68690,148,68805,120,68833,20.518843571374823
rua,leaca,8,95,694,3.064678240371786,2.064678240371786,8,87,686,68172,95,68858,694,68259,20.514518055116806
mac,inis,18,355,981,1.8334661621120238,0.8334661621120238,18,337,963,67635,355,68598,981,67972,20.512516435439956
loig,baile,12,8348,24,2.0461108161211596,1.0461108161211596,12,8336,12,60593,8348,60605,24,68929,20.511035094546145
cathail,mac,5,980,20,4.136687762278425,3.1366877622784246,5,975,15,67958,980,67973,20,68933,20.495371253918144
chubhair,scoilt,2,62,6,8.534166890172964,7.534166890172964,2,60,4,68887,62,68891,6,68947,20.49014195681895
talamh,poll,3,394,8,6.036236382545775,5.036236382545775,3,391,5,68554,394,68559,8,68945,20.483606624208562
droim,lios,12,1124,145,2.34395279176629,1.3439527917662901,12,1112,133,67696,1124,67829,145,68808,20.470779042034025
chnoc,loch,9,1826,50,2.7649234629643606,1.7649234629643606,9,1817,41,67086,1826,67127,50,68903,20.457996201331923
teas,ráth,3,1086,4,5.573479814197789,4.573479814197789,3,1083,1,67866,1086,67867,4,68949,20.44669022604299
cianáin,ráth,3,1086,4,5.573479814197789,4.573479814197789,3,1083,1,67866,1086,67867,4,68949,20.44669022604299
chluainte,ráth,3,1086,4,5.573479814197789,4.573479814197789,3,1083,1,67866,1086,67867,4,68949,20.44669022604299
íochtarach,ghráinseach,8,72,931,3.0407633422798885,2.0407633422798885,8,64,923,67958,72,68881,931,68022,20.440907098283258
hiora,cnoc,3,2293,3,4.9103050617002015,3.9103050617002015,3,2290,0,66660,2293,66660,3,68950,20.42518083160165
fhornochta,cnoc,3,2293,3,4.9103050617002015,3.9103050617002015,3,2290,0,66660,2293,66660,3,68950,20.42518083160165
nos,cnoc,3,2293,3,4.9103050617002015,3.9103050617002015,3,2290,0,66660,2293,66660,3,68950,20.42518083160165
uarchoille,cnoc,3,2293,3,4.9103050617002015,3.9103050617002015,3,2290,0,66660,2293,66660,3,68950,20.42518083160165
srúibhe,cnoc,3,2293,3,4.9103050617002015,3.9103050617002015,3,2290,0,66660,2293,66660,3,68950,20.42518083160165
heasca,barr,3,246,12,6.130811195941756,5.130811195941756,3,243,9,68698,246,68707,12,68941,20.41920761845238
thuathail,carraig,4,819,12,4.81064355891883,3.81064355891883,4,815,8,68126,819,68134,12,68941,20.398029330448125
eanaigh,droim,10,1146,98,2.6181526232962438,1.6181526232962438,10,1136,88,67719,1146,67807,98,68855,20.364430304498576
chaorach,mín,3,180,16,6.166435105672476,5.166435105672476,3,177,13,68760,180,68773,16,68937,20.363844893652477
muileann,achadh,3,477,7,5.953087823939035,4.953087823939035,3,474,4,68472,477,68476,7,68946,20.355234909435723
fhothair,bealach,2,166,3,8.113323769212915,7.113323769212915,2,164,1,68786,166,68787,3,68950,20.32658384153701
féich,bealach,2,166,3,8.113323769212915,7.113323769212915,2,164,1,68786,166,68787,3,68950,20.32658384153701
táilliúraigh,caisleán,3,480,7,5.944042684336029,4.944042684336029,3,477,4,68469,480,68473,7,68946,20.31784931727883
aird,cionn,4,109,79,5.001360628326966,4.001360628326966,4,105,75,68769,109,68844,79,68874,20.31658586438911
uí,inse,19,185,2121,1.7393428486777132,0.7393428486777132,19,166,2102,66666,185,68768,2121,66832,20.294680675525264
silíní,gort,4,923,11,4.7637072449979225,3.7637072449979225,4,919,7,68023,923,68030,11,68942,20.29280409367978
bhairr,cartrún,2,30,12,8.58147260495132,7.581472604951321,2,28,10,68913,30,68923,12,68941,20.29092816280434
riada,uí,4,2137,6,4.426992007900028,3.4269920079000276,4,2133,2,66814,2137,66816,6,68947,20.28696679935811
charráin,uí,4,2137,6,4.426992007900028,3.4269920079000276,4,2133,2,66814,2137,66816,6,68947,20.28696679935811
chaoilte,uí,4,2137,6,4.426992007900028,3.4269920079000276,4,2133,2,66814,2137,66816,6,68947,20.28696679935811
ghairbhíth,uí,4,2137,6,4.426992007900028,3.4269920079000276,4,2133,2,66814,2137,66816,6,68947,20.28696679935811
